"Countries, territories and areas","2022; Population using at least basic drinking-water services (%); Total","2022; Population using at least basic drinking-water services (%); Urban","2022; Population using at least basic drinking-water services (%); Rural","2022; Population using safely managed drinking-water services (%); Total","2022; Population using safely managed drinking-water services (%); Urban","2022; Population using safely managed drinking-water services (%); Rural","2021; Population using at least basic drinking-water services (%); Total","2021; Population using at least basic drinking-water services (%); Urban","2021; Population using at least basic drinking-water services (%); Rural","2021; Population using safely managed drinking-water services (%); Total","2021; Population using safely managed drinking-water services (%); Urban","2021; Population using safely managed drinking-water services (%); Rural","2020; Population using at least basic drinking-water services (%); Total","2020; Population using at least basic drinking-water services (%); Urban","2020; Population using at least basic drinking-water services (%); Rural","2020; Population using safely managed drinking-water services (%); Total","2020; Population using safely managed drinking-water services (%); Urban","2020; Population using safely managed drinking-water services (%); Rural","2019; Population using at least basic drinking-water services (%); Total","2019; Population using at least basic drinking-water services (%); Urban","2019; Population using at least basic drinking-water services (%); Rural","2019; Population using safely managed drinking-water services (%); Total","2019; Population using safely managed drinking-water services (%); Urban","2019; Population using safely managed drinking-water services (%); Rural","2018; Population using at least basic drinking-water services (%); Total","2018; Population using at least basic drinking-water services (%); Urban","2018; Population using at least basic drinking-water services (%); Rural","2018; Population using safely managed drinking-water services (%); Total","2018; Population using safely managed drinking-water services (%); Urban","2018; Population using safely managed drinking-water services (%); Rural","2017; Population using at least basic drinking-water services (%); Total","2017; Population using at least basic drinking-water services (%); Urban","2017; Population using at least basic drinking-water services (%); Rural","2017; Population using safely managed drinking-water services (%); Total","2017; Population using safely managed drinking-water services (%); Urban","2017; Population using safely managed drinking-water services (%); Rural","2016; Population using at least basic drinking-water services (%); Total","2016; Population using at least basic drinking-water services (%); Urban","2016; Population using at least basic drinking-water services (%); Rural","2016; Population using safely managed drinking-water services (%); Total","2016; Population using safely managed drinking-water services (%); Urban","2016; Population using safely managed drinking-water services (%); Rural","2015; Population using at least basic drinking-water services (%); Total","2015; Population using at least basic drinking-water services (%); Urban","2015; Population using at least basic drinking-water services (%); Rural","2015; Population using safely managed drinking-water services (%); Total","2015; Population using safely managed drinking-water services (%); Urban","2015; Population using safely managed drinking-water services (%); Rural","2014; Population using at least basic drinking-water services (%); Total","2014; Population using at least basic drinking-water services (%); Urban","2014; Population using at least basic drinking-water services (%); Rural","2014; Population using safely managed drinking-water services (%); Total","2014; Population using safely managed drinking-water services (%); Urban","2014; Population using safely managed drinking-water services (%); Rural","2013; Population using at least basic drinking-water services (%); Total","2013; Population using at least basic drinking-water services (%); Urban","2013; Population using at least basic drinking-water services (%); Rural","2013; Population using safely managed drinking-water services (%); Total","2013; Population using safely managed drinking-water services (%); Urban","2013; Population using safely managed drinking-water services (%); Rural","2012; Population using at least basic drinking-water services (%); Total","2012; Population using at least basic drinking-water services (%); Urban","2012; Population using at least basic drinking-water services (%); Rural","2012; Population using safely managed drinking-water services (%); Total","2012; Population using safely managed drinking-water services (%); Urban","2012; Population using safely managed drinking-water services (%); Rural","2011; Population using at least basic drinking-water services (%); Total","2011; Population using at least basic drinking-water services (%); Urban","2011; Population using at least basic drinking-water services (%); Rural","2011; Population using safely managed drinking-water services (%); Total","2011; Population using safely managed drinking-water services (%); Urban","2011; Population using safely managed drinking-water services (%); Rural","2010; Population using at least basic drinking-water services (%); Total","2010; Population using at least basic drinking-water services (%); Urban","2010; Population using at least basic drinking-water services (%); Rural","2010; Population using safely managed drinking-water services (%); Total","2010; Population using safely managed drinking-water services (%); Urban","2010; Population using safely managed drinking-water services (%); Rural","2009; Population using at least basic drinking-water services (%); Total","2009; Population using at least basic drinking-water services (%); Urban","2009; Population using at least basic drinking-water services (%); Rural","2009; Population using safely managed drinking-water services (%); Total","2009; Population using safely managed drinking-water services (%); Urban","2009; Population using safely managed drinking-water services (%); Rural","2008; Population using at least basic drinking-water services (%); Total","2008; Population using at least basic drinking-water services (%); Urban","2008; Population using at least basic drinking-water services (%); Rural","2008; Population using safely managed drinking-water services (%); Total","2008; Population using safely managed drinking-water services (%); Urban","2008; Population using safely managed drinking-water services (%); Rural","2007; Population using at least basic drinking-water services (%); Total","2007; Population using at least basic drinking-water services (%); Urban","2007; Population using at least basic drinking-water services (%); Rural","2007; Population using safely managed drinking-water services (%); Total","2007; Population using safely managed drinking-water services (%); Urban","2007; Population using safely managed drinking-water services (%); Rural","2006; Population using at least basic drinking-water services (%); Total","2006; Population using at least basic drinking-water services (%); Urban","2006; Population using at least basic drinking-water services (%); Rural","2006; Population using safely managed drinking-water services (%); Total","2006; Population using safely managed drinking-water services (%); Urban","2006; Population using safely managed drinking-water services (%); Rural","2005; Population using at least basic drinking-water services (%); Total","2005; Population using at least basic drinking-water services (%); Urban","2005; Population using at least basic drinking-water services (%); Rural","2005; Population using safely managed drinking-water services (%); Total","2005; Population using safely managed drinking-water services (%); Urban","2005; Population using safely managed drinking-water services (%); Rural","2004; Population using at least basic drinking-water services (%); Total","2004; Population using at least basic drinking-water services (%); Urban","2004; Population using at least basic drinking-water services (%); Rural","2004; Population using safely managed drinking-water services (%); Total","2004; Population using safely managed drinking-water services (%); Urban","2004; Population using safely managed drinking-water services (%); Rural","2003; Population using at least basic drinking-water services (%); Total","2003; Population using at least basic drinking-water services (%); Urban","2003; Population using at least basic drinking-water services (%); Rural","2003; Population using safely managed drinking-water services (%); Total","2003; Population using safely managed drinking-water services (%); Urban","2003; Population using safely managed drinking-water services (%); Rural","2002; Population using at least basic drinking-water services (%); Total","2002; Population using at least basic drinking-water services (%); Urban","2002; Population using at least basic drinking-water services (%); Rural","2002; Population using safely managed drinking-water services (%); Total","2002; Population using safely managed drinking-water services (%); Urban","2002; Population using safely managed drinking-water services (%); Rural","2001; Population using at least basic drinking-water services (%); Total","2001; Population using at least basic drinking-water services (%); Urban","2001; Population using at least basic drinking-water services (%); Rural","2001; Population using safely managed drinking-water services (%); Total","2001; Population using safely managed drinking-water services (%); Urban","2001; Population using safely managed drinking-water services (%); Rural","2000; Population using at least basic drinking-water services (%); Total","2000; Population using at least basic drinking-water services (%); Urban","2000; Population using at least basic drinking-water services (%); Rural","2000; Population using safely managed drinking-water services (%); Total","2000; Population using safely managed drinking-water services (%); Urban","2000; Population using safely managed drinking-water services (%); Rural"
"Chad","52","78","44","6","18","3","52","78","44","6","18","3","51","78","43","6","17","3","50","78","42","6","17","3","50","78","41","6","17","3","49","77","41","6","17","3","48","77","40","6","17","3","48","77","39","6","17","3","47","77","39","6","17","3","46","77","38","6","17","3","46","77","37","6","16","3","45","77","36","6","16","3","45","76","36","6","16","3","44","76","35","6","16","3","43","76","34","6","16","3","43","76","33","6","16","3","42","76","33","6","16","3","42","75","32","6","16","3","41","75","31","6","15","3","40","75","31","6","15","3","40","75","30","6","15","3","39","75","29","6","15","3","39","74","29","6","15","3"
"Chile","100","100","100","99","99","","100","100","100","99","99","","100","100","100","99","99","","100","100","100","99","99","","100","100","100","99","99","","100","100","100","99","99","","100","100","99","99","99","","100","100","97","98","99","","99","100","96","98","99","","99","100","94","98","99","","99","100","93","97","99","","99","100","91","97","99","","98","100","90","96","99","","98","100","88","96","99","","98","100","87","96","99","","98","99","85","95","99","","97","99","84","95","99","","97","99","82","94","99","","97","99","81","94","98","","97","99","79","93","98","","96","99","78","93","98","","96","99","77","93","98","","96","99","75","92","98",""
"China","98","98","96","","98","","97","98","94","","98","","96","98","92","","97","","95","98","91","","97","","95","98","90","","96","","94","98","88","","95","","93","98","87","","95","","93","98","86","","94","","92","98","85","","93","","91","98","83","","92","","90","98","82","","91","","90","98","81","","91","","89","98","80","","90","","88","98","78","","90","","87","98","77","","90","","86","98","76","","90","","85","98","75","","90","","84","98","73","","90","","83","98","72","","90","","82","98","71","","90","","80","98","70","","90","","79","98","68","","90","","79","98","68","","90",""
"Colombia","98","100","87","74","81","40","97","100","86","74","81","40","97","100","86","73","81","40","97","100","85","73","81","39","97","100","84","73","81","39","97","100","84","73","81","39","96","100","83","73","81","39","96","99","83","73","81","38","96","99","82","72","81","38","96","99","81","72","81","38","95","99","81","72","81","37","95","99","80","72","81","37","95","99","80","71","81","37","95","99","79","71","81","37","94","99","79","71","81","36","94","99","78","71","81","36","94","99","77","70","81","36","93","99","77","70","81","36","93","99","76","70","81","35","93","99","76","69","81","35","93","98","75","69","81","35","92","98","75","69","81","34","92","98","74","69","81","34"
"Comoros","","","","","","","","","","","","","","","","","","","80","88","77","","","","80","88","77","","","","80","88","77","","","","80","88","77","","","","80","88","77","","","","80","88","77","","","","81","88","78","","","","82","88","79","","","","83","88","80","","","","83","89","81","","","","84","89","82","","","","85","89","84","","","","86","89","85","","","","87","89","86","","","","88","89","87","","","","88","90","88","","","","89","90","89","","","","90","90","90","","","","91","90","91","","","","91","90","91","","",""
"Congo","","","","","","","74","87","46","46","59","19","74","87","46","46","59","19","74","87","46","46","59","19","73","87","46","46","59","19","73","87","46","45","59","19","72","87","44","45","59","18","71","87","41","44","58","17","70","87","39","44","58","16","69","86","37","43","58","15","68","86","35","42","58","14","67","86","33","41","57","13","66","86","31","40","55","12","65","86","29","38","53","12","64","86","27","36","52","11","63","86","26","35","50","10","62","85","24","33","48","9","61","85","22","31","46","8","60","85","20","30","44","8","58","85","18","28","42","7","58","85","18","28","42","7","57","85","18","28","42","7","57","85","18","27","42","7"
"Cook Islands","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","","","100","","","","",""
"Costa Rica","100","100","100","81","80","81","100","100","100","81","80","81","100","100","100","81","80","81","100","100","100","81","80","81","100","100","100","81","80","81","100","100","99","80","80","81","99","100","98","80","80","80","99","100","98","80","80","80","99","100","97","80","80","79","99","100","96","80","80","78","99","100","96","80","80","78","98","100","95","79","80","77","98","100","94","79","80","77","98","100","94","79","80","76","97","99","93","79","80","76","97","99","92","79","80","75","97","99","92","78","80","75","96","99","91","78","80","74","96","99","90","78","80","74","96","99","90","77","80","73","95","99","89","77","80","73","95","99","88","77","80","72","94","99","88","76","80","71"
"Croatia","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","","100","","","97","","99","100","97","85","97","72","99","100","97","85","97","72","99","100","97","85","97","72","99","100","97","85","97","72","99","100","97","85","97","72","99","100","97","85","97","72","99","100","97","85","97","72","99","100","97","85","97","72"
"Cuba","95","95","92","","","","95","96","91","","","","94","96","90","","","","94","96","89","","","","94","96","89","","","","94","96","88","","","","94","96","87","","","","94","96","87","","","","94","96","86","","","","93","96","85","","","","93","96","85","","","","93","96","84","","","","93","96","84","","","","93","96","83","","","","93","96","82","","","","93","96","82","","","","93","96","81","","","","92","96","80","","","","92","96","80","","","","92","96","79","","","","92","96","79","","","","92","96","78","","","","92","96","78","","",""
"Cyprus","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","98","","","100","100","100","98","","","100","100","100","98","","","100","100","100","98","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","96","","","100","100","100","96","","","100","100","100","96","","","100","100","100","96","","","100","100","100","96","","","100","100","100","96","",""
"Czechia","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","97","100","100","100","98","98","97","100","100","100","98","98","97","100","100","100","97","98","96","100","100","100","97","98","96","100","100","100","97","98","96","100","100","100","97","98","96","100","100","100","97","98","95","100","100","100","97","97","95","100","100","100","97","97","95","100","100","100","97","97","94","100","100","100","96","97","94","100","100","100","96","97","94","100","100","100","96","97","94"
"Democratic People's Republic of Korea","94","97","89","67","77","49","94","97","89","66","77","49","94","97","89","66","77","49","94","97","89","66","77","49","94","97","89","66","77","49","95","97","90","67","77","50","95","97","91","67","77","50","95","97","92","67","77","50","96","98","92","67","78","51","96","98","93","67","78","51","96","98","94","67","78","52","97","98","94","68","78","52","97","98","95","68","78","52","97","98","96","68","78","53","98","98","97","68","78","53","98","99","97","68","78","54","98","99","98","69","78","54","99","99","99","69","79","54","99","99","99","69","79","55","99","99","100","69","79","55","99","99","100","69","79","55","99","99","100","69","79","55","99","99","100","69","79","55"
"Democratic Republic of the Congo","35","59","14","12","24","1","35","60","14","11","24","1","36","61","14","11","24","1","36","61","15","11","24","1","36","62","15","11","25","1","36","62","15","12","26","1","36","63","16","12","26","1","36","63","16","12","27","1","36","64","16","12","27","1","37","65","17","12","28","1","37","65","17","12","28","1","37","66","17","12","29","1","37","66","17","12","29","1","37","67","18","12","30","1","37","67","18","12","30","1","37","68","18","12","30","1","37","68","18","12","31","1","37","69","19","12","31","1","37","69","19","12","32","1","37","69","19","12","32","1","37","70","19","12","33","1","38","70","19","12","33","1","38","71","20","12","34","1"
"Denmark","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","99","","","100","100","100","99","","","100","100","100","98","","","100","100","100","98","","","100","100","100","98","","","100","100","100","97","","","100","100","100","97","","","100","100","100","96","","","100","100","100","96","","","100","100","100","96","","","100","100","100","95","","","100","100","100","95","","","100","100","100","94","","","100","100","100","94","","","100","100","100","94","","","100","100","100","94","","","100","100","100","94","",""
"Djibouti","76","84","47","","","","76","84","47","","","","76","84","47","","","","76","84","47","","","","76","84","48","","","","76","84","48","","","","76","84","48","","","","76","84","49","","","","76","84","49","","","","76","83","49","","","","76","83","50","","","","76","83","50","","","","76","83","51","","","","76","83","51","","","","76","83","51","","","","76","83","52","","","","76","83","52","","","","76","83","52","","","","76","82","53","","","","75","82","53","","","","75","82","54","","","","75","82","54","","","","75","82","54","","",""
"Dominica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","","","","","","95","","","","","","95","","","","","","95","","","","","","95","","","","","","95","","","","","","95","","","","","","95","","","","","","95","","","","","","95","","","","","","95","","","","","","95","","","","","","94","","","","","","94","","","","","","94","","","","","","94","","","","","","94","","","","","","94","","","","",""
"Dominican Republic","97","98","91","45","47","35","97","98","91","45","47","35","96","97","91","45","47","35","96","97","90","45","47","35","96","97","90","45","47","35","96","97","89","44","47","35","96","97","89","44","47","35","95","97","88","44","47","35","95","97","88","44","47","34","95","97","87","44","47","34","95","97","87","44","47","34","94","97","86","44","47","34","94","97","86","44","47","34","94","97","85","43","47","34","94","97","85","43","47","34","93","97","85","43","47","34","93","97","84","43","47","34","93","97","84","43","47","34","92","97","83","43","47","34","92","97","83","42","47","34","91","97","82","42","47","34","91","97","82","42","47","34","91","97","81","42","47","34"
"Ecuador","96","100","88","67","75","53","96","100","88","67","75","53","95","100","87","67","75","53","95","100","86","67","75","52","95","100","85","66","75","52","94","100","84","66","75","51","94","100","83","66","74","51","93","99","83","65","74","50","92","99","82","65","74","50","92","98","81","64","73","49","91","97","80","64","73","49","90","97","79","64","72","48","90","96","78","63","72","48","89","96","77","63","72","47","88","95","76","62","71","47","87","95","75","62","71","46","87","94","75","61","71","46","86","94","74","61","70","45","85","93","73","60","70","45","85","92","72","60","69","44","84","92","71","59","69","44","83","91","70","59","69","43","82","91","69","58","68","43"
"Egypt","99","99","98","","","","99","99","98","","","","99","99","98","","","","99","99","98","","","","99","99","98","","","","99","99","98","","","","99","99","98","","","","99","99","98","","","","99","99","98","","","","99","99","98","","","","99","99","98","","","","99","99","98","","","","99","99","98","","","","99","99","98","","","","98","99","98","","","","98","99","98","","","","98","99","98","","","","98","99","98","","","","98","99","98","","","","98","99","98","","","","98","99","97","","","","98","99","97","","","","98","99","97","","",""
"El Salvador","99","100","94","","79","","98","100","94","","79","","98","100","94","","79","","98","100","93","","80","","97","99","92","","80","","97","99","91","","80","","96","99","89","","80","","95","99","87","","81","","94","98","85","","81","","93","98","82","","81","","92","98","80","","81","","91","97","78","","82","","90","97","76","","82","","88","96","74","","82","","87","96","71","","83","","86","96","69","","83","","85","95","67","","83","","84","95","65","","83","","82","95","63","","84","","81","94","61","","84","","80","94","59","","84","","79","93","57","","84","","79","93","57","","84",""
"Equatorial Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","78","31","","","","64","78","31","","","","64","78","31","","","","64","78","31","","","","64","78","31","","","","63","77","31","","","","62","76","32","","","","60","75","33","","","","59","74","33","","","","58","73","34","","","","57","72","34","","","","56","70","35","","","","55","69","36","","","","54","68","36","","","","53","67","37","","","","53","66","37","","","","52","65","38","","","","51","64","39","","",""
"Eritrea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","90","28","","","","51","90","28","","","","51","90","28","","","","51","90","28","","","","50","90","28","","","","50","90","28","","","","50","90","28","","","","50","90","29","","","","50","90","29","","","","49","90","29","","","","49","90","29","","","","48","90","30","","","","48","90","30","","","","48","90","30","","","","47","90","30","","","","47","90","31","","","","47","91","31","","",""
"Estonia","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","99","96","","","99","100","99","96","","","99","100","98","96","","","99","100","98","95","","","99","100","97","95","","","99","100","97","94","","","99","100","96","94","","","98","100","96","94","","","98","99","95","93","","","98","99","95","93","","","98","99","94","93","","","98","99","94","92","","","98","99","93","92","","","97","99","93","92","",""
"Eswatini","73","98","65","","78","","72","98","64","","77","","71","97","63","","77","","70","97","62","","77","","69","96","61","","78","","68","96","60","","78","","67","95","59","","79","","67","95","58","","79","","66","94","57","","79","","65","94","56","","80","","64","93","55","","80","","63","93","54","","81","","62","92","53","","80","","61","92","52","","80","","60","91","51","","80","","59","91","50","","78","","58","90","49","","77","","58","90","48","","75","","57","89","47","","74","","56","89","47","","72","","55","88","45","","71","","54","88","44","","69","","53","87","43","","68",""
"Ethiopia","52","83","42","13","39","6","50","83","41","13","38","6","49","83","39","12","38","5","47","82","38","12","38","5","46","82","36","11","38","4","44","82","35","11","38","4","43","81","33","10","38","4","42","81","32","10","38","3","40","81","30","9","37","3","39","80","29","9","37","2","37","80","28","9","37","2","36","80","26","8","37","2","34","79","24","8","37","2","32","79","23","7","37","1","31","79","21","7","37","1","29","78","20","7","36","1","28","78","18","6","36","1","26","78","17","6","36","1","25","77","15","6","36","0","23","77","14","6","36","0","22","77","12","6","36","0","20","77","10","5","36","0","19","76","9","5","34","0"
"Fiji","95","99","91","42","53","27","95","99","91","42","53","27","95","99","91","42","53","27","95","99","91","41","52","27","95","99","91","41","52","27","95","99","91","41","52","27","95","99","91","41","52","27","95","99","91","41","52","27","95","99","91","41","52","27","95","99","91","41","52","27","95","99","91","41","52","27","95","99","91","40","52","27","95","99","91","40","52","27","95","98","91","40","52","27","95","98","91","40","52","27","95","98","91","40","52","27","95","98","91","40","52","27","95","98","91","40","52","27","95","98","91","40","52","27","95","98","92","40","52","27","95","98","92","39","52","27","95","98","92","39","52","27","95","98","92","39","52","27"
"Finland","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","98","","","100","100","100","98","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","96","","","100","100","100","96","","","100","100","100","95","","","100","100","100","95","","","100","100","100","95","","","100","100","100","94","","","100","100","100","94","",""
"France","100","100","100","100","100","98","100","100","100","100","100","98","100","100","100","100","100","98","100","100","100","99","100","98","100","100","100","99","99","98","100","100","100","99","99","98","100","100","100","99","99","98","100","100","100","99","99","98","100","100","100","99","99","98","100","100","100","99","99","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","98","98","100","100","100","98","97","98","100","100","100","97","97","98","100","100","100","97","97","98","100","100","100","97","97","98","100","100","100","97","97","98","100","100","100","97","97","98"
"Gabon","87","90","55","","","","87","90","54","","","","86","90","53","","","","86","90","52","","","","86","90","51","","","","85","90","51","","","","85","89","50","","","","85","89","49","","","","84","89","48","","","","84","89","48","","","","84","89","47","","","","84","90","47","","","","83","90","46","","","","83","90","46","","","","83","90","45","","","","83","90","45","","","","82","90","44","","","","82","90","44","","","","82","91","43","","","","82","91","42","","","","81","91","42","","","","81","91","41","","","","80","91","41","","",""
"Gambia","86","91","76","48","68","12","85","90","76","47","68","12","84","90","75","46","68","11","84","90","74","46","67","11","83","89","74","45","67","10","83","89","73","45","67","10","82","88","73","44","67","9","82","88","72","42","65","9","81","88","71","41","64","9","80","87","71","39","62","8","80","87","70","38","61","8","79","87","69","36","59","7","78","86","69","35","58","7","78","86","68","34","56","6","77","85","68","32","54","6","77","85","67","31","53","6","76","85","66","30","51","5","75","84","66","28","50","5","75","84","65","27","48","4","74","83","65","26","47","4","73","83","64","24","45","4","73","83","63","23","44","3","72","82","63","22","42","3"
"Georgia","95","99","89","69","88","41","95","99","88","69","88","40","95","99","88","69","88","40","94","99","88","68","88","40","94","99","87","68","88","40","94","99","87","68","88","40","94","99","87","68","88","40","93","99","86","67","88","40","93","99","87","67","88","40","94","99","88","67","88","40","94","99","89","67","88","40","95","99","89","66","88","39","95","99","90","66","88","39","96","99","91","66","88","39","96","99","92","66","88","39","96","99","91","65","87","39","95","99","91","65","87","39","95","99","91","65","87","39","95","99","91","65","87","39","95","99","91","64","87","39","95","99","90","64","87","39","95","99","90","64","87","39","95","99","90","64","87","38"
"Germany","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"Ghana","88","98","74","44","63","19","87","98","73","44","62","18","86","97","72","42","62","16","85","96","71","40","60","15","84","95","70","39","58","14","83","94","70","37","56","13","82","93","69","35","54","12","81","92","68","33","52","11","80","91","67","32","50","10","79","90","66","30","48","9","78","89","65","28","47","8","77","89","64","26","45","7","76","88","63","25","43","6","75","87","62","23","41","5","73","86","61","22","40","4","72","85","60","20","38","3","71","84","59","19","36","3","70","83","59","17","34","2","69","83","58","16","33","1","68","82","57","14","31","0","67","81","56","13","29","0","66","80","55","12","28","0","65","80","54","12","28","0"
"Greece","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","99","99","","","100","100","99","99","","","100","100","99","99","","","100","100","99","99","","","100","100","99","99","","","100","100","99","99","","","100","100","99","99","","","100","100","99","99","",""
"Grenada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","","","90","","","96","","","90","","","96","","","90","","","96","","","90","","","96","","","90","","","96","","","89","","","96","","","89","","","96","","","88","","","95","","","87","","","95","","","86","","","95","","","85","","","95","","","84","","","94","","","83","","","94","","","82","","","94","","","81","","","94","","","81","","","94","","","80","","","93","","","79","",""
"Guatemala","95","98","91","56","66","46","94","98","90","56","65","46","94","98","90","56","65","45","94","97","89","56","65","45","93","97","89","55","65","45","93","97","88","55","65","45","92","97","88","55","65","44","92","97","87","54","64","44","92","97","87","54","64","44","91","97","86","53","63","43","91","97","86","53","63","43","91","97","85","52","62","43","90","96","85","52","62","42","90","96","84","51","61","42","90","96","83","51","60","42","89","96","83","50","60","42","89","96","82","50","59","41","88","96","82","49","59","41","88","96","81","49","58","41","88","96","81","48","57","40","87","95","80","48","57","40","87","95","80","47","56","40","87","95","79","47","56","40"
"Guinea","71","92","59","","","","70","91","58","","","","69","90","57","","","","68","89","56","","","","66","88","54","","","","65","87","53","","","","64","86","52","","","","63","84","51","","","","62","83","50","","","","60","82","49","","","","59","81","48","","","","58","80","47","","","","57","79","46","","","","56","79","45","","","","56","78","44","","","","55","78","44","","","","54","78","43","","","","54","77","42","","","","53","77","42","","","","52","76","41","","","","51","76","40","","","","51","76","39","","","","50","75","39","","",""
"Guinea-Bissau","62","73","53","24","36","14","62","73","53","24","36","14","62","73","52","24","37","13","61","74","52","23","37","13","61","74","51","23","37","12","61","74","51","23","38","12","61","75","51","22","38","11","61","75","50","22","38","11","60","75","50","22","38","10","60","75","49","22","39","10","60","76","49","21","39","9","59","76","48","21","39","9","59","76","48","21","39","8","59","76","47","20","40","8","59","76","47","20","40","7","58","77","46","20","40","7","58","77","46","20","40","7","57","77","45","19","41","6","57","77","45","19","41","6","57","77","44","19","41","5","56","77","44","18","41","5","56","77","43","18","41","5","55","78","43","18","41","4"
"Guyana","96","96","96","","","","96","96","95","","","","95","96","95","","","","95","96","94","","","","95","96","94","","","","94","96","94","","","","94","96","93","","","","94","96","93","","","","93","96","92","","","","93","96","92","","","","93","96","91","","","","92","95","91","","","","92","95","91","","","","91","95","90","","","","91","95","90","","","","91","95","89","","","","91","95","89","","","","90","95","88","","","","90","95","88","","","","90","95","87","","","","89","95","87","","","","89","95","87","","","","89","94","86","","",""
"Haiti","67","85","43","","","","67","85","43","","","","67","85","43","","","","66","85","43","","","","66","85","43","","","","65","85","43","","","","65","85","43","","","","65","85","42","","","","64","85","42","","","","64","85","42","","","","63","85","42","","","","63","85","42","","","","62","85","42","","","","62","85","42","","","","61","85","42","","","","61","85","41","","","","60","85","41","","","","60","85","41","","","","59","85","41","","","","59","85","41","","","","58","85","41","","","","57","85","41","","","","56","85","40","","",""
"Honduras","96","99","91","65","78","46","95","99","90","65","78","45","95","99","89","64","78","45","95","99","89","64","78","45","94","99","88","64","78","44","94","99","88","63","78","44","93","98","87","63","78","44","93","98","86","62","77","43","92","98","86","61","76","43","92","98","85","59","73","43","92","98","84","57","71","42","91","98","84","56","68","42","91","97","83","54","66","42","90","97","83","52","63","41","90","97","82","51","61","41","89","97","81","49","58","40","89","97","81","48","56","40","88","97","80","46","53","40","88","97","79","45","51","39","87","96","79","44","48","39","86","96","78","42","46","39","86","96","77","42","46","38","85","96","77","42","46","38"
"Hungary","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99","99","99","100","100","100","98","98","97","100","100","100","96","97","95","100","100","100","95","96","92","100","100","100","93","94","90","100","100","100","92","93","88","100","100","100","90","92","85","100","100","100","89","91","83","100","100","100","87","90","81","100","100","100","87","90","81","100","100","100","87","90","81","100","100","100","87","90","81","100","100","100","87","90","81","100","100","100","87","90","81","100","100","100","87","90","81","100","100","100","87","90","81","100","100","100","87","90","81","100","100","100","87","90","81","100","100","100","87","90","81","100","100","100","87","90","81","100","100","100","87","90","81"
